id,recruiter,post_url,job_title,job_type,publication_date,expiration_date,job_description,job_requirements,location 
1207,1026,https://www.tanitjobs.com/job/556025/comptable/?backPage=69&searchID=1559550706.3656,Comptable,Temps plein,27/05/2019,,"Filiale du groupe 3S, recrute :
                                                                    Comptable (F) 
Profil :
De formation bac +3 ou équivalent en comptabilité
Expérience exigée d’une année dans un poste similaire
Maîtrise parfaite des outils informatiques
Bonne pratique du français
Le dynamisme, l’organisation, le sens du contact seront des atouts qui vous permettront d’exceller dans ce poste.
Missions :

Rattaché au chef de département comptable, vous serez amenés à :
Saisir les écritures comptables
Classer et organiser les pièces comptables
Gérer les achats et les commandes
Assurer la gestion de la facturation clients et du recouvrement
Préparer les règlements fournisseurs et clients.
Gérer les dossiers d'importation et d'exportation
",26/06/2019,"Montplaisir, Tunis, Tunisie"
1208,1208,https://www.tanitjobs.com/job/556027/coursier-à-tunis/?backPage=69&searchID=1559550706.3656,Coursier à Tunis,Contrat al Karama,27/05/2019,26/06/2019,"La société Karray GROUP souhaite recruter un coursier à Tunis.
 ",Contrat KARAMA,"Tunis, Tunisie"
1209,1209,https://www.tanitjobs.com/job/556033/dessinateur-industriel/?backPage=69&searchID=1559550706.3656,Dessinateur industriel,Intérim,27/05/2019,26/06/2019,Recrutement d'un dessinateur industriel pour une mission de 3 mois,Maîtrise le CAO et DAO sur AUTOCAD et des connaissances sur Sketchup,"Montplaisir, Tunis, Tunisie"
1210,915,https://www.tanitjobs.com/job/556036/responsable-service-laboratoire-textile-chimie/?backPage=69&searchID=1559550706.3656,RESPONSABLE SERVICE LABORATOIRE TEXTILE CHIMIE,Temps plein,27/05/2019,26/06/2019,"SGS est le leader mondial de l’inspection, l’analyse et la certification. Fondé en 1878, SGS emploie 100 000 personnes dans 180 pays à travers 2000 bureaux et laboratoires.
Le Groupe SGS opère à travers neuf divisions : Agri, Food & Life Services; Minerals Services ; Oil, Gas & Chemicals Services, Consumer & Retail Services ; Environment, Health & Safety Services ; Certification & Business Enhancement Services ; Transportation Services ; Industrial Services ; Governments & Institutions Services.
SGS Tunisie a été fondé en 1971, elle est active sur toutes les divisions du Groupe SGS. SGS Tunisie emploie 200 personnes et opère un réseau de 7 agences, 1 multilaboratoire et 6 laboratoires régionaux et mobiles.Chez SGS, nous sommes constamment à la recherche de personnes talentueuses, professionnelles et créatives. Notre succès réside dans notre détermination à être les meilleurs afin d’offrir à nos clients les meilleurs services possibles.
Pour accompagner notre forte croissance, nous cherchons à recruter un RESPONSABLE SERVICE LABORATOIRE TEXTILE CHIMIE
","-  Vous êtes ingénieur en chimie analytique ou en chimie industrielle
-  Vous avez une expérience significative de 3 ans minimums dans un laboratoire spécialisé en physico-chimie de 
    préférence dans le domaine textile
-  Vous maîtrisez les techniques analytiques telles que HPLC, ICP, GC/MS
-  Vous avez une connaissance et une maîtrise des procédures de validation de méthode et estimation des incertitudes 
   mesure
-  Vous maîtrisez la norme ISO 17025
-  Vous êtes organisé, rigoureux, pragmatique et disposez d’excellentes qualités relationnelles.
-  Votre goût d’entreprendre, votre esprit d’équipe et votre capacité de travail vous permettront de vous épanouir dans un 
   poste évolutif au sein d’un groupe en pleine expansion et aux multiples challenges.
N'hésitez pas à nous envoyer votre CV !","SGS Tunisie S.A., Tunis, Tunisie"
1211,1211,https://www.tanitjobs.com/job/556034/technicienne-en-informatique-pour-bureau-publinet/?backPage=69&searchID=1559550706.3656,Technicienne en informatique pour bureau publinet,SIVP,27/05/2019,,"Nous  cherchons une jeune fille diplômée en informatique pour travailler avec les qualités suivantes :
Connaissance informatique  bureautique et traitement du texte mise en page 
Sérieux, capable de communiquer avec les clients.
salaire:
500 = 350 + 150 SIVP
lieu :Centre Ville",26/06/2019,"Avenue Habib Bourguiba, Tunis, Tunisie"
1212,1212,https://www.tanitjobs.com/job/556032/commercial-expérimenté-new-technologies/?backPage=69&searchID=1559550706.3656,Commercial  expérimenté New technologies,CDD,27/05/2019,26/06/2019,"Dans le but de renforcer son équipe la société TUNAV recrute des Commerciaux.
Qualités recherchées:
Vous êtes à l'aise au téléphone, souriant, aimable, vous possédez la fibre commerciale . Vous êtes capable d'initiatives et en mesure de vous améliorer par vous-même. Vous aimez travailler en équipe. SO WELCOME TO TUNAV GROUP.","Profil recherché

Vous avez une très bonne maitrise de le langue française à l’oral et l’écrit.
Vous êtes doté d’un véritable talent commercial
Vous avez une expérience d’au moins 3 ans dans la télé-prospection.
Vous avez un bon sens du relationnel, (contact direct avec nos clients)

Rémunération
Vous évoluerez dans une bonne ambiance de travail. Salaire motivant pour 5 jours par semaine
+ prime de performance + prime de fin d'année + Tickets restaurants 
Une très bonne assurance groupe prise en charge à 100% par notre société   Postes stables temps plein CDD avec possibilité de CDI.","ZI Charguia, Tunisie"
1213,393,https://www.tanitjobs.com/job/556035/juriste-pour-un-cabinet-d-expertise-comptable/?backPage=69&searchID=1559550706.3656,Juriste pour un cabinet d'expertise comptable,CDI,27/05/2019,26/06/2019,"Un cabinet d'expertise comptable implanté à Menzah 9 recherche un(e) Juriste.
","Avoir une licence ou master en Droit
Bien rédiger en français
Il est préférable d'avoir une spécialité en droit fiscal
Il est préférable d'être diplômé de la faculté des sciences juridiques de tunis","14 Avenue Salah Ben Youssef, Tunis, Tunisie"
1214,1214,https://www.tanitjobs.com/job/556040/technicien-informatique-infographiste/?backPage=69&searchID=1559550706.3656,Technicien Informatique « infographiste »,Temps plein,27/05/2019,,"Missions :

Conception et réalisation de brochures et autres supports liés à la publicité et la communication (Flyers, affiches, …)
Réalisation des supports visuels et infographies 2D
Réalisation de contenu sur le digital Facebook / Instagram/YouTube
Maîtrise des outils de montage vidéo
Maîtrise des outils Photoshop/illustrateur
Développement des stratégies de communication

Personnalité et qualités :  Curieux, créatif, polyvalent, autonome, rigoureux, bon relationnel, travail en équipe.
Comment postuler :  Envoyez votre cv",26/06/2019,"Sakiet Ezzit, Tunisie"
1215,1188,https://www.tanitjobs.com/job/556045/cherche-prof-d-allemand-manouba/?backPage=69&searchID=1559550706.3656,"Cherche prof d'allemand ""Manouba""",Temps partiel,27/05/2019,,Centre de langue à LA MANOUBA  cherche Prof Allemand,26/06/2019,"Manouba, Tunisie"
1216,1216,https://www.tanitjobs.com/job/556039/responsable-ressources-humaines-h-f/?backPage=69&searchID=1559550706.3656,Responsable Ressources Humaines H/F,CDI,27/05/2019,,"Nous recherchons pour l'un de nos clients, filiale d'un groupe tunisien de renommée : 
Responsable Ressources Humaines H/F
Rattaché(e) au Directeur Général, vous traduirez la stratégie ressources humaines et piloterez sa mise en œuvre. Vous êtes garant(e) de la politique Ressources Humaines en tenant compte des spécificités du terrain
 
Dans vos principales missions et responsabilités, vous aurez :
 
La Gestion administrative :

Gérer les entrées/sorties 
Etablir les dossiers administratifs de chaque salarié
Prendre en charge la gestion administrative du personnel et de la paie (fiches de paie, fiches de congé, contrat de travail, etc.)
Informer, orienter et conseiller les salariés et leur managers, à partir de l'analyse des situations individuelles, sur les droits et obligations de chacun
Participer à la mise en œuvre et à l'évaluation des dispositifs, des processus et des outils RH

 
 
Le développement RH

Participer avec sa hiérarchie et la direction de l’entreprise à la définition d’une politique de recrutement cohérente, interne (mutation, promotion) et externe, en fonction des axes stratégiques de développement.
Piloter la diffusion des besoins de l’entreprise en matière de recrutement : rédaction et diffusion d’annonces.
Définir la stratégie de recherche des candidatures (sourcing) : sites emplois, écoles, réseaux sociaux, etc., animer le contenu du site recrutement de l’entreprise.
Représenter l’entreprise dans l’ensemble des manifestations liées au recrutement
Gérer l’ensemble des candidatures adressées à l’entreprise.
Piloter les entretiens avec les candidats
Évaluer leurs compétences et l’adéquation de leur profil et de leur motivation au poste, notamment avec des outils classiques (tests métier, tests psychotechniques, questionnaire de personnalité).

 
 Conseil et support auprès des opérationnels 

Répondre aux demandes des opérationnels sur tous les domaines des RH (droit du travail, formation, recrutement, contrats de travail, gestion des carrières, rémunération, ...).
Apporter son soutien aux managers dans l’application du droit du travail et dans le développement des équipes (recrutement, gestion des carrières...).
Accompagner les opérationnels dans leurs décisions relatives aux RH (recrutement, licenciement, entretien d’évaluation, promotion, conflit, contentieux social...), les aider à intégrer la variable RH dans leurs décisions stratégiques.
Définir et veiller à l’application par les opérationnels de l’ensemble des procédures RH.

 
 
Votre profil
 
De formation supérieure Bac +4/5, vous bénéficiez d'une expérience opérationnelle de 5 à 10 ans dans la fonction RH.
Force de proposition, vous êtes reconnu(e) pour votre sens du service et vos qualités relationnelles.
Contrat : CDI
Rémunération : A négocier
 
 ",26/06/2019,"Tunis, Tunisie"
1217,1217,https://www.tanitjobs.com/job/556038/assistante-commerciale-en-immobilier/?backPage=69&searchID=1559550706.3656,Assistante commerciale en immobilier,CDI,27/05/2019,,"Agence immobilière recrute une gestionnaire commerciale dynamique polyvalente de formation supérieure.
Passionné(e) par la vente, combatif(ve) et disponible, vous serez chargé(e)s de prospecter et de négocier la vente/Location de biens immobiliers. 
 Expérience dans le domaine non obligatoire.

Contrat Sivp 
",26/06/2019,"Nouvelle Médina, Ben Arous, Tunisie"
1218,840,https://www.tanitjobs.com/job/556047/coordinateur-en-logistique-et-documentation-cv-en-anglais-seulement/?backPage=69&searchID=1559550706.3656,Coordinateur en logistique et documentation (cv en Anglais seulement),CDI,27/05/2019,26/06/2019,"Rôle et responsabilités :
Gestion des fichiers Excel internes avec toutes les informations de suivi (logistique et documentation)
Suivi quotidien des clients
Suivi et amélioration de la logistique entre la Tunisie, la Libye et le Maroc
Rapport au directeur général (branche tunisienne)
Rapports sur l'état de la logistique et de la documentation en cours
Rapport mois KPI avec problèmes et plan d'action (Comment améliorer)
Suivi des raisons d'échec et contre-mesure et plan d'amélioration
 
La logistique :
Mise à jour et adoption du fret conteneur par nouvelle version par compte
Suivi du statut logistique par ligne d'expédition avec plan d'amélioration
 
Documentation :
Réception de la lettre de crédit du client et confirmation ou demande de modification
Collecte de BL, certificat d'origine, certificat de contrôle d'origine identique à LC
Préparer la facture commerciale, la liste de colisage identique à LC
Présenter la documentation d'expédition à la banque et suivre le flux de documentation
Bonne connaissance en paiement client, fournisseurs et lettres de crédits","Anglais parfait, lu, écrit et parlé.
CV en Anglais.","Les Berges du Lac, Tunis, Tunisie"
1219,1219,https://www.tanitjobs.com/job/556044/assistant-logistique-export/?backPage=69&searchID=1559550706.3656,Assistant logistique export,CDD,27/05/2019,,"VACPA BOUJEBEL est une société agroalimentaire spécialisée dans la valorisation et le conditionnement des dattes, leader dans son domaine, cherche à recruter pour sa direction logistique export :
 
Assistant logistique export

 Mission : 
Assister le responsable logistique dans la gestion de transport et suivi des expéditions en assurant toutes les activités administratives et opérationnelles qui leur sont rattachés.
 
Les activités principales : 

Gestion administrative de la logistique.
Suivre des expéditions jusqu’à la livraison aux clients
Assurer la qualité de la marchandise conformément aux exigences clients.
Résoudre les problèmes avec les transporteurs.
Etablir le dossier de la subvention en transport.

Le profil 
Diplômes requis :
Minimum d'une formation Bac+2 ou commerce (ex : BTS Transport/logistique, ou commerce international)
Expérience exigée :
Ce poste nécessite 1 à 2 ans d'expérience Dans la fonction est demandée
Compétences requises
Compétences techniques

Maîtriser les techniques du transport
Avoir des compétences en gestion et organisation des flux
Connaître le règlement fiscal et juridique en matière de transport
Travailler avec les outils informatiques,
Parler et comprendre l’anglais 

Aptitudes professionnelles

Le sens de l’organisation
La réactivité et un esprit d’analyse
L’aisance relationnelle

Le lieu de travail : Tunis
Nous vous remercions d’envoyer votre candidature (CV, lettre de motivation et photo récente).",26/06/2019,"Tunis, Tunisie"
1220,1188,https://www.tanitjobs.com/job/556048/professeur-d-espagnol/?backPage=69&searchID=1559550706.3656,Professeur d'Espagnol,Temps partiel,27/05/2019,,"Centre de Langue, Cherche unprof d'Espagnol",26/06/2019,"Manouba, Tunisie"
1221,1221,https://www.tanitjobs.com/job/555987/assistante/?backPage=70&searchID=1559550706.3656,Assistante,CDD,27/05/2019,26/06/2019,"1-Préparation et traitement des dossiers d'appel d'offre.
2-Classification des documents et archivage.
Connaissance en ISO 9001/2015.",Niveau BAC +3,"Bir el Kassaa, Tunisie"
1222,1222,https://www.tanitjobs.com/job/556052/comptable/?backPage=69&searchID=1559550706.3656,Comptable,Temps plein,27/05/2019,27/06/2019,"Nous recherchons pour notre bureau de Medenine, un(e) Comptable(H/F).
Contrat : karama
Pour les intéressés, veuillez m'envoyer un CV et une lettre de motivation 
Vos missions
Rattaché à la direction financière, vous aurez comme principales missions :
- Le classement des documents comptables ;
- La saisie comptable ;
- La justification des comptes ;
- L’établissement des états de rapprochement bancaire ;
- L’établissement des déclarations sociales et fiscales ;
- L’établissement des états financiers.
- La préparation des reporting mensuels/trimestriels",Expérience dans une cabinet de comptable  souhaité .,"Médenine, Tunisie"
1223,1223,https://www.tanitjobs.com/job/555986/des-commerciaux-sédentaires-a-temps-partiel/?backPage=70&searchID=1559550706.3656,DES COMMERCIAUX SÉDENTAIRES A TEMPS PARTIEL,CDI,27/05/2019,,"CENTRE D’APPELS FRANÇAIS SUR TUNIS RECRUTE :
DES COMMERCIAUX SÉDENTAIRES A TEMPS PARTIEL (Planning de 08h30 à 15h30 toute l’année)APPELS SORTANTS SUR CIBLE PROFESSIONNELS & ENTREPRISES
Nous recherchons des agents francophones, passionnés et ambitieux pour la prospection & la fidélisation auprès d’entreprises en France (pas de prospection auprès des particuliers).
Nos Avantages :
 Période de formation payée (formation dure 5 jours) Tous types de contrats possibles (CDI, CDD, SIVP, autre...) Régime de 30H/Semaine (donc 6h/jour) avec deux jours de repos (Samedi + Dimanche) Planning A TEMPS PARTIEL du lundi au vendredi de 08h30 à 15h30 pendant toute l’année  18 Jours de Congé Payés annuels Lieu de travail en plein centre ville de Tunis, métro, bus & tous les transports à 10 mètres De réelles opportunités d’évolution grâce à nos politiques de formation continue
Salaire & primes :
Une rémunération de 800 DINARS NET / mois,  constitué d'un salaire fixe 700 DINARS + Une prime d'assiduité de 100 DINARS (pour 6 heures de travail par jour..)
 + Une prime de production non plafonnées  + Des commissions de vente non plafonnées  + des challenges quasiment chaque jour
Votre mission (nature de l’opération) :
Vous appelez des professionnels français en tant qu'expert de votre marché et de vos produits, vous identifiez et étudiez les besoins de vos clients tout en recherchant les solutions les plus adaptées. 
Vous commercialisez des produits WEB pour le compte d’une grande enseigne de WEB MARKETING.Vous réalisez les propositions commerciales et gérez l'ensemble du cycle de vente en phase de prospection et fidélisation de vos clients.Vous fidélisez aussi votre portefeuille client en ayant l’opportunité de booster votre chiffre sur des produits dérivés (Up Sale)
Alors, si vous avez de l'expérience en centre d’appels + un français parfait + LA MOTIVATION, on s’occupera du reste.Appelez vite au 28 209 845 / Email : contact@mmconsulting.tn
Les places sont limitées ! N’attendez pas…",26/06/2019,"Tunis, Tunisie"
1224,1224,https://www.tanitjobs.com/job/555992/visiteur-médical/?backPage=70&searchID=1559550706.3656,Visiteur Médical,Temps plein,27/05/2019,,"Missions
Le visiteur médical a pour mission d'assurer l'information médicale auprès des professionnels de santé et entretenir une relation professionnelle avec ceux-ci pour promouvoir les produits et leur bon usage dans le respect de l'éthique.
L'ensemble des activités et des compétences sont mises en œuvre dans le cadre de la réglementation pharmaceutique et des obligations légales et dans le respect la stratégie de l'entreprise.
 
Activités principales
 

Réalisation d'entretiens d'information, de promotion et de conseil auprès des professionnels de santé.
Réponse à leurs questions sur un ou plusieurs produits et services (caractéristiques, contre indications, avantages différentiels)
Développement de relations avec les différents professionnels de santé sur un secteur
Gestion des visites dans le cadre d'un plan d'action et d'un travail en équipe
Recueil, analyse et transmission des demandes et des informations aux services concernés (pharmacovigilance, hiérarchie...)
Organisation et animation d'actions de communication professionnelle (réunions professionnelles, formation médicale continue, universitaire, congrès...) éventuellement
Recueil et traitement d'informations sur les produits, à partir de la documentation et des sessions de formation, pour préparer les visites et les actions de communication
Rédaction de rapports d'activité
Veille concurrentielle et remontée des informations auprès de sa hiérarchie
Proposition et/ou élaboration d'un plan d'action sectoriel à partir des objectifs nationaux et régionaux
Analyse des résultats et mise en place des actions correctives et de développement

 
Compétences
 

Utiliser les connaissances scientifiques et médicales pour informer, promouvoir et répondre aux questions des professionnels de santé et pour apprécier leurs besoins
Expliquer les caractéristiques et le bon usage des produits en fonction des besoins du professionnel de santé et de la concurrence
Maîtriser les techniques et outils de communication
Utiliser et prendre en compte la réglementation pharmaceutique et économique liée au médicament et ses évolutions pour informer et répondre aux questions des professionnels de santé
Analyser les besoins, les pratiques et les interactions entre les différents interlocuteurs pour apporter des réponses appropriées
Organiser son activité et partager des informations pertinentes pour développer la synergie dans le cadre d'un travail en équipe
Analyser l'activité et définir un plan d'action sur un secteur en fonction de la stratégie de l'entreprise
Définir des priorités et des objectifs pour les visites
Organiser et animer des actions de communication professionnelle et développer des relations professionnelles éventuellement

 
Profil de recrutement
Niveaux de formation ou diplômes
Médecin vétérinaire / Pharmacien",27/06/2019,"Ennasr 2, Ariana, Tunisie"
1225,1148,https://www.tanitjobs.com/job/555991/des-téléopérateurs-pour-le-compte-de-sfr/?backPage=70&searchID=1559550706.3656,Des téléopérateurs pour le compte de SFR,CDI,27/05/2019,,"Pour le lancement de notre nouvelle plateforme au Centre Urbain Nord 1waycom recrute:
 

Des téléopérateurs pour le compte de SFR

 
Vous êtes un bon télévendeur ne ratez pas l’occasion
 
Profil exigé:

Parfaite maîtrise de la langue française. (Oral & écrit)
Une expérience exigée.

 
Nous vous proposons :

Salaire motivant + prime selon l’expérience et le résultat en téléphonie B2B
Du lundi au vendredi régime 40heures / semaine
Des contrats en CDI ou SIVP
Un cadre de travail agréable
Lieu : 22 Rue Mahmoud Sehili , Tour des Bureaux ,Imm ICC –RC A13,Centre Urbain Nord 1004 TUNIS

 
 
Merci de faire parvenir votre candidature (CV & lettre de motivation) par mail
hanen@1waycom.com
 
                                ",26/06/2019,"Centre Urbain Nord, Tunis, Tunisie"
1226,1219,https://www.tanitjobs.com/job/555990/technicien-santé-sécurité-au-travail/?backPage=70&searchID=1559550706.3656,Technicien santé sécurité au travail,CDD,27/05/2019,,"VACPA BOUJEBEL, société agroalimentaire spécialisée dans la valorisation et le conditionnement des dattes, leader dans son domaine, cherche à recruter :
Technicien santé sécurité au travail
Mission :
Le technicien santé sécurité au travail a pour mission de réduire et de contrôler les risques industriels au sein de l’entreprise. Il doit parallèlement s'assurer que l'entreprise est conforme à la réglementation en vigueur.
 Les activités principales :

Assurer la veille réglementaire et le suivi des obligations réglementaires en matière de sécurité et environnement.
Identifier les points de non-conformités, les améliorations possibles et gérer ses risques en connaissance de cause.
Animer, former et sensibiliser des équipes à la prévention des risques.
Suivre les permis de travaux.
Réaliser les tournées de contrôle et les audites internes SE.

Le profil 
Diplômes requis :Licence /Technicien supérieur en environnement et sécurité
Expérience exigée : Ce poste nécessite 1 à 2 ans d'expérience dans le secteur industriel. 
Compétences requises
Compétences techniques

Connaissance de la réglementation relative à la santé et sécurité au travail et les conditions de travail.
Bonnes connaissances techniques dans le domaine de sécurité et de l’environnement
Connaissances des normes (14001 et 45001) et des techniques d'analyse de risques.

Aptitudes professionnelles

Rigueur
Sens de l'organisation.
Bon esprit de synthèse pour effectuer le reporting ou résoudre rapidement des problèmes
Excellentes qualités relationnelles et de communication.
L’adaptabilité, la réactivité, et l’esprit d'équipe

Nous vous remercions d’envoyer votre candidature (CV, lettre de motivation et photo récente) 
NB: Habitant la région du cap bon est un plus",26/06/2019,"Béni Khalled, Nabeul, Tunisie"
1227,1148,https://www.tanitjobs.com/job/555989/des-téléopérateurs-pour-la-prise-de-rdv-isolation-1/?backPage=70&searchID=1559550706.3656,Des téléopérateurs pour la prise de RDV Isolation 1€,CDI,27/05/2019,,"Pour le lancement de notre nouvelle plateforme au Centre Urbain Nord 1waycom recrute:
 

Des téléopérateurs pour la prise de RDV Isolation 1€

 
Vous êtes un bon téléopérateur ne ratez pas l’occasion
 
Profil exigé:

Parfaite maîtrise de la langue française. (Oral & écrit)
Une expérience est souhaitée.

 
Nous vous proposons :

Salaire fixe 800dt + variable selon les résultats
Horaire du lundi au vendredi 09h30 — 18h30
Des contrats en CDI ou SIVP
Un cadre de travail agréable
Lieu : 22 Rue Mahmoud Sehili , Tour des Bureaux ,Imm ICC –RC A13,Centre Urbain Nord 1004 TUNIS

 
 
Merci de faire parvenir votre candidature (CV & lettre de motivation) par mail
contact@1waycom.com
 
                                 Contactez-nous  au 71.690.088 / 71.690.388
 
 ",26/06/2019,"Centre Urbain Nord, Tunis, Tunisie"
1228,201,https://www.tanitjobs.com/job/555994/développeur-odoo/?backPage=70&searchID=1559550706.3656,Développeur Odoo,CDI,27/05/2019,26/06/2019,"Tunisie Consulting Entreprise recrute : 
développeur  ODOO
Le profil cherché doit avoir de fortes compétences en gestion d'architecture réseau et paramétrage serveur (Windows serveur).
Le développement et la programmation (application et web) doivent être son point fort notamment en :

Création et développement de sites internet
Développement d’applications mobiles
Programmation sur logiciel ODOO
Autonome, rigoureux, ayant un bon sens de l’initiative et ayant un très bon niveau de Français (Oral et écrit )  sont des qualités requises pour ce poste.

 ","Programmation sur logiciel ODOO
Expérience: 2 ans minimum","Montplaisir, Tunis, Tunisie"
1229,1229,https://www.tanitjobs.com/job/555995/hôtesse-d-accueil/?backPage=70&searchID=1559550706.3656,Hôtesse d Accueil,Saisonnier,27/05/2019,26/06/2019,"CASTING - hôtesse d'accueil
On a besoin de 10 hôtesses d'accueil pour un événement qui aura lieu du 27 au 30 juin ,
Veuillez envoyer vos photos / coordonnées
(taille 36/38; longeur minimum 1,60m) 
 
PS: Il y'aura plusieurs évènements à suivre","taille 36/38; 
longeur minimum 1,60m","Sahloul, Sousse, Tunisie"
1230,1013,https://www.tanitjobs.com/job/556000/stage-web-developer-integrator/?backPage=70&searchID=1559550706.3656,Stage Web Developer/integrator,Freelance / Indépendant,27/05/2019,25/06/2019,"TECHCENTER est une entreprise saoudienne de services informatiques spécialisée dans le développement des solutions informatiques innovantes, propose plusieurs stages  pour travaillerdes projets tres intéressants (à  distance ) .
Compétences requises : 
  - La découpe,et l’intégration des pages en HTML/CSS, XHTML
-  Une  maitrise des CMS : Prestashop ou WordPress
 "," 
Connaissances : PHP, JAVASCRIPT, HTML5, CSS, SQL, AngularJS, ReactJS
Bonne maîtrise du Responsive Design / Bootstrap",Saudi Arabia
1231,1,https://www.tanitjobs.com/job/556001/téléconseillers-en-communication-et-relations-humaines/?backPage=70&searchID=1559550706.3656,Téléconseillers en communication et relations humaines,CDI,27/05/2019,,"Filiale d’un groupe Français leader international dans son domaine de relations humaines, basée à Charguia II – Ariana, recrute activement à temps complet.
Profils recherchés :

Maîtrise de la langue Française (aisance orale et écrite)
Qualité d’empathie, ouverture d’esprit et grand sens de l’écoute.
Attraits à la psychologie et aux relations humaines.
Capacités d’analyses de situations clients, dynamisme et créativité.
Des connaissances en coaching et développement personnel seraient un plus. 

Notre société vous propose : 
* Contrats CDI – SIVP – CAP
* Affiliation à la CNSS
* Salaire fixe et large palette de primes selon compétences.
* Plannings (jour ou nuit).
* Deux jours de repos consécutifs.
* Transport assuré.
* Formation métier et suivis de formations continues.
* Espace de repos avec bon café, baby-foot, etc.
Envoyer simplement votre CV à recrutement@tanis-tunisie.com",26/06/2019,"La Charguia II, Tunis, Tunisie"
1232,70,https://www.tanitjobs.com/job/555998/consultant-bi/?backPage=70&searchID=1559550706.3656,Consultant  BI,CDI,27/05/2019,26/06/2019,"On recrute un consultant BI senior (REF-19057)
Compétences techniques requises :
PowerBI ou Tableau et du monde de la BI en général ","Profil :
minimum 5 ans d’expérience // anglais fluent","Île-de-France, France"
1233,1233,https://www.tanitjobs.com/job/556010/chargé-rh-h-f/?backPage=70&searchID=1559550706.3656,Chargé RH ( H/F),CDI,27/05/2019,26/06/2019,"Acteur majeur sur le marché de la gestion de la relation client à distance, avec 2000 collaborateurs en France et en Tunisie, notre société commercialise une offre complète d'externalisation de la relation client multi-canal.
Pour notre filiale d’une centaine de collaborateurs, basée à Tunis nous recrutons un Chargé RH ( H/F)
 
Missions:

Diffusion des annonces de recrutement via les job boards.
S’assurer de la bonne réception des appels, le tri et la pré-sélection des cv reçus par les différents canaux de recrutement
Effectuer les entretiens téléphoniques avec les candidats 
S’assurer la mise à jour et du suivi de la CVthèque 
S’assurer de la veille et les actions nécessaires pour anticiper les besoins en recrutement
Suivre les statistiques et mesurer les indicateurs de l’efficacité du recrutement.

Vous serez également amené à gérer l'administration du personnel (suivi des absences, congés, mutuelle, établissement des contrats, gestion des absences, visites médicales, tenus des dossiers du personnel, etc) 
 
 
Nous vous offrons : 

Un contrat CDI
Un salaire attractif à négocier en fonction de l'expérience,
Une assurance groupe,
Tickets restaurant,
Un emploi stable.

Pour postuler par email, merci de nous transmettre votre CV (format Word ou PDF) en mentionnant l'intitulé de l'offre","
Une bonne maîtrise de la langue française et une très bonne élocution.
Connaissance de la législation de travail
Maîtrise des outils bureautiques : traitement de texte, Excel, messagerie, ppt,
Aisance dans la communication orale et écrite
Confidentialité absolue
Autonomie et prise d’initiative
 Excellentes qualités en termes de communication et d’organisation et une aisance relationnelle
Vous justifiez d'une expérience minimum de 2 ans dans un poste similaire dans les centres d'appel,
","Ibn Khaldoun, Tunis, Tunisie"
1234,1234,https://www.tanitjobs.com/job/556003/postes-de-téléopérateurs-à-pourvoir/?backPage=70&searchID=1559550706.3656,Postes de Téléopérateurs à pourvoir,CDI,27/05/2019,26/06/2019,"Dans le cadre de l'expansion de nos activités, nous sommes à la recherche de téléopérateurs pour des émissions d'appels (Prise de rendez-vous Isolation à 1 euro)
Nous vous offrons :
- Un bon cadre de travail
- Un salaire de 800 Dinars net et la possibilité d'un contrat CDI
- Le transport assuré
- Des primes motivantes sur objectif ainsi que des challenges mensuels
- Une prime d'assiduité
- La formation continue dans le domaine du télémarketing
- Un planning fixe : 09H00 à 15H30 du lundi au vendredi","- Vous maîtrisez la langue française
- Vous avez une bonne élocution
- Vous êtes dynamique, ambitieux, sérieux et assidu
-Vous possédez une expérience professionnelle dans la téléprospection
Envoyez vos CV","43 Avenue Fattouma Bourguiba, La Soukra, Tunisie"
